apps/erpnext/erpnext/hr/doctype/employee/employee.py +191,Please set User ID field in an Employee record to set Employee Role,Prosím nastavte používateľské ID pole v záznamu zamestnancov nastaviť role zamestnance
apps/erpnext/erpnext/hr/doctype/employee/employee.py +238,Please set a default Holiday List for Employee {0} or Company {1},
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +779,Please set default Cash or Bank account in Mode of Payment {0},Prosím nastavte výchozí v hotovosti alebo bankovním účtu v zpôsob platby {0}
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py +243,Please set default account in Expense Claim Type {0},
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.py +219,Please set default account in Salary Component {0},
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py +149,Please set default payable account in the employee {0},
apps/erpnext/erpnext/accounts/utils.py +501,Please set default {0} in Company {1},
apps/erpnext/erpnext/stock/report/stock_balance/stock_balance.py +169,Please set filter based on Item or Warehouse,
apps/erpnext/erpnext/public/js/controllers/transaction.js +990,Please set recurring after saving,
apps/erpnext/erpnext/public/js/queries.js +39,Please set {0},Prosím nastavte {0}
apps/erpnext/erpnext/hr/doctype/employee/employee.py +23,Please setup Employee Naming System in Human Resource > HR Settings,
apps/erpnext/erpnext/hr/doctype/upload_attendance/upload_attendance.py +88,Please setup numbering series for Attendance via Setup > Numbering Series,
apps/erpnext/erpnext/selling/report/sales_person_target_variance_item_group_wise/sales_person_target_variance_item_group_wise.py +43,Please specify,Prosím specifikujte
apps/erpnext/erpnext/stock/doctype/item/item.py +661,Please specify Attribute Value for attribute {0},Uveďte hodnotu vlastnosti pre {0}
apps/erpnext/erpnext/stock/get_item_details.py +122,Please specify Company,"Uveďte prosím, firmu"
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +821,Please specify Company to proceed,Uveďte prosím společnost pokračovať
apps/erpnext/erpnext/setup/utils.py +15,Please specify Default Currency in Company Master and Global Defaults,"Uveďte prosím výchozí menu, ve spoločnosti Master and Global výchozí"
apps/erpnext/erpnext/accounts/doctype/shipping_rule/shipping_rule.py +29,Please specify a country for this Shipping Rule or check Worldwide Shipping,"Uveďte prosím krajinu, k tomuto pravidlu alebo odfajknite políčko Celosvetová doprava"
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.py +47,Please specify a valid 'From Case No.',"Uveďte prosím platný ""Od veci č '"
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js +149,Please specify a valid Row ID for row {0} in table {1},Zadajte platný riadok ID riadku tabuľky {0} {1}
apps/erpnext/erpnext/public/js/queries.js +88,Please specify a {0},
apps/erpnext/erpnext/controllers/item_variant.py +25,Please specify at least one attribute in the Attributes table,Uveďte aspoň jeden atribút v tabuľke atribúty
apps/erpnext/erpnext/shopping_cart/doctype/shopping_cart_settings/shopping_cart_settings.py +27,Please specify currency in Company,"Uveďte prosím menu, ve spoločnosti"
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py +98,Please specify either Quantity or Valuation Rate or both,"Uveďte prosím buď Množstvo alebo ocenení Cena, alebo obojí"
apps/erpnext/erpnext/stock/doctype/item_attribute/item_attribute.py +43,Please specify from/to range,Uveďte z / do rozmedzie
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.js +727,Please supply the specified items at the best possible rates,
apps/erpnext/erpnext/manufacturing/page/production_analytics/production_analytics.js +31,Plot,Plot
apps/erpnext/erpnext/accounts/page/pos/pos.js +633,Point of Sale,Miesto predaja
apps/erpnext/erpnext/config/learn.py +127,Point-of-Sale,Miesto predaja
apps/erpnext/erpnext/config/accounts.py +277,Point-of-Sale Profile,Point-of-Sale Profil
DocType: Vehicle,Policy No,
DocType: Homepage,Portal,Portál
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.js +843,Possible Supplier,
DocType: Employee Education,Post Graduate,Postgraduál
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +109,Postal Expenses,Poštovní náklady
DocType: Bank Reconciliation Detail,Posting Date,Dátum zverejnenia
apps/erpnext/erpnext/stock/doctype/purchase_receipt/purchase_receipt.py +62,Posting Date cannot be future date,
DocType: Purchase Invoice,Posting Time,Čas zadania
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +517,Posting date and posting time is mandatory,Dátum a čas zadání je povinný
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +39,Posting timestamp must be after {0},Časová značka zadání musí byť po {0}
DocType: Opportunity,Potential Sales Deal,Potenciálny predaj
apps/erpnext/erpnext/config/crm.py +17,Potential opportunities for selling.,Potenciálne príležitosti pre predaj.
apps/erpnext/erpnext/selling/doctype/customer/customer_dashboard.py +10,Pre Sales,Pred predajom
DocType: Employee,Prefered Contact Email,
DocType: Employee,Prefered Email,
DocType: Naming Series,Prefix,Prefix
DocType: Attendance,Present,Prítomný
DocType: Supplier Quotation Item,Prevdoc DocType,Prevdoc DOCTYPE
DocType: Cheque Print Template,Preview,Náhľad
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.js +368,Preview Salary Slip,
apps/erpnext/erpnext/accounts/report/balance_sheet/balance_sheet.py +107,Previous Financial Year is not closed,
DocType: Employee,Previous Work Experience,Predchozí pracovní zkušenosti
DocType: Pricing Rule,Price,Cena za MJ
DocType: POS Profile,Price List,Cenník
DocType: Price List Country,Price List Country,Cenník Krajina
DocType: Purchase Invoice,Price List Currency,Cenník Mena
apps/erpnext/erpnext/stock/get_item_details.py +293,Price List Currency not selected,Cenníková Mena nie je zvolena
DocType: Purchase Invoice,Price List Exchange Rate,Katalogová cena Exchange Rate
DocType: Price List,Price List Master,Cenník Master
DocType: Price List,Price List Name,Názov cenníka
DocType: Purchase Invoice Item,Price List Rate,Cenníková cena
DocType: Purchase Invoice Item,Price List Rate (Company Currency),Cenníková cena (V peňažnej mene spoločnosti)
apps/erpnext/erpnext/config/buying.py +96,Price List master.,Cenník master.
apps/erpnext/erpnext/stock/doctype/price_list/price_list.py +14,Price List must be applicable for Buying or Selling,Cenník musí byť použitelný pre nákup alebo predaj
apps/erpnext/erpnext/accounts/page/pos/pos.js +1316,Price List not found or disabled,Cenník nebol nájdený alebo je zakázaný
apps/erpnext/erpnext/stock/get_item_details.py +274,Price List not selected,Cenník nie je zvolený
apps/erpnext/erpnext/stock/doctype/item_price/item_price.py +27,Price List {0} is disabled,Cenník {0} je zakázaný
apps/erpnext/erpnext/stock/get_item_details.py +272,Price List {0} is disabled or does not exist,
DocType: Pricing Rule,Price or Discount,Cena alebo zľava
DocType: Shopping Cart Settings,Prices will not be shown if Price List is not set,
apps/erpnext/erpnext/stock/doctype/item/item_dashboard.py +21,Pricing,Cenotvorba
DocType: Pricing Rule,Pricing Rule,Cenové pravidlo
DocType: Pricing Rule,Pricing Rule Help,Nápoveda pre cenové pravidlo
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js +31,"Pricing Rule is first selected based on 'Apply On' field, which can be Item, Item Group or Brand.","Cenové pravidlo je najprv vybraté na základe ""Aplikovať na"" , čo môžu byť položky tovaru, kategórie tovaru alebo značky."
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js +12,"Pricing Rule is made to overwrite Price List / define discount percentage, based on some criteria.","Cenové pravidlo spôsobuje prepísanie cenníkovej ceny / definuje percentuálnu zľavu, na základe určitých kritérií."
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js +37,Pricing Rules are further filtered based on quantity.,Pravidla pro stanovení sazeb sú dále filtrována na základe množstvo.
apps/erpnext/erpnext/public/js/templates/contact_list.html +10,Primary,Primárny
DocType: Cheque Print Template,Primary Settings,
DocType: Repayment Schedule,Principal Amount,
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js +1138,Print,Tlač
DocType: Payment Request,Print Format,Formát tlače
DocType: Journal Entry,Print Heading,Tlač záhlavia
DocType: Purchase Invoice,Print Language,Jazyk tlače
DocType: Quotation,Print Settings,Nastavenie tlače
DocType: Delivery Note,Print Without Amount,Tlačnout bez Čiastka
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +110,Print and Stationary,Print a Stacionární
apps/erpnext/erpnext/accounts/doctype/cheque_print_template/cheque_print_template.js +73,Print settings updated in respective print format,
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html +74,Printed On,
apps/erpnext/erpnext/config/setup.py +21,Printing,Tlač
DocType: Sales Order,Printing Details,Tlač detailov
DocType: Journal Entry,Printing Settings,Nastavenie tlače
apps/erpnext/erpnext/config/setup.py +61,Printing and Branding,Tlač a identita
DocType: Pricing Rule,Priority,Priorita
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +42,Private Equity,Private Equity
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +54,Privilege Leave,Privilege Leave
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +62,Probation,Skúška
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +183,Probationary Period,Skúšobná doba
DocType: Process Payroll,Process Payroll,Spracovanie miezd
apps/erpnext/erpnext/config/learn.py +253,Processing Payroll,Spracovanie miezd
apps/erpnext/erpnext/buying/doctype/supplier/supplier_dashboard.py +10,Procurement,Nákupy
,Produced,Produkoval
DocType: Sales Order Item,Produced Quantity,Produkoval Množstvo
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +533,Product Bundle,Pribalený tovar
DocType: Sales Invoice,Product Bundle Help,Product Bundle Help
DocType: Product Bundle Item,Product Bundle Item,Položka v pribalenom produkte
DocType: Lead,Product Enquiry,Dotaz Product
apps/erpnext/erpnext/templates/pages/home.py +25,Product {0},Produkt {0}
apps/erpnext/erpnext/config/manufacturing.py +7,Production,Výroba
,Production Analytics,
DocType: Timesheet,Production Detail,Detail výroby
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order_calendar.js +36,Production Item,Výrobní položka
DocType: Production Order,Production Order,Výrobná objednávka
DocType: Production Order Item,Production Order Item,
DocType: Production Order Operation,Production Order Operation,Výrobní zakázka Operace
,Production Order Stock Report,
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js +878,Production Order already created for all items with BOM,
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +368,Production Order cannot be raised against a Item Template,Výrobná zákazka nemôže byť vznesená proti šablóny položky
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js +869,Production Order not created,
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +112,Production Order status is {0},Stav výrobní zakázka je {0}
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +221,Production Order {0} must be cancelled before cancelling this Sales Order,Výrobní zakázka {0} musí byť zrušena pred zrušením této predajní objednávky
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +449,Production Order {0} must be submitted,Výrobní zakázka {0} musí byť predloženy
DocType: Production Planning Tool,Production Orders,Výrobní Objednávky
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js +918,Production Orders Created: {0},
,Production Orders in Progress,Zakázka na výrobu v Progress
DocType: Production Plan Item,Production Plan Item,Výrobní program Item
DocType: Production Plan Material Request,Production Plan Material Request,
DocType: Production Plan Sales Order,Production Plan Sales Order,Výrobní program predajní objednávky
DocType: Production Planning Tool,Production Planning Tool,Plánování výroby Tool
apps/erpnext/erpnext/stock/doctype/material_request/material_request.py +402,Productions Orders cannot be raised for:,
DocType: Homepage,Products,Výrobky
DocType: Products Settings,Products Settings,
DocType: Homepage,Products to be shown on website homepage,
DocType: Email Digest,Profit & Loss,
DocType: Account,Profit and Loss,Zisky a ztráty
,Profit and Loss Statement,Výkaz ziskov a ztrát
,Profitability Analysis,
apps/erpnext/erpnext/schools/doctype/course/course.js +3,Program,
DocType: Program,Program Abbreviation,
DocType: Program,Program Code,
DocType: Program Course,Program Course,
DocType: Fees,Program Enrollment,
DocType: Program Enrollment Fee,Program Enrollment Fee,
DocType: Program Enrollment Tool,Program Enrollment Tool,
DocType: Program Enrollment Tool Student,Program Enrollment Tool Student,
DocType: Program Enrollment Tool,Program Enrollments,
DocType: Program Fee,Program Fee,
DocType: Program,Program Name,
apps/erpnext/erpnext/projects/doctype/task/task.py +53,Progress % for a task cannot be more than 100.,
DocType: Budget,Project,Projekt
apps/erpnext/erpnext/projects/doctype/project/project.py +202,Project Collaboration Invitation,
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py +26,Project Id,ID projektu
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +95,Project Manager,Project Manager
DocType: Request for Quotation Item,Project Name,Názov projektu
,Project Quantity,
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py +30,Project Start Date,Dátum zahájenia projektu
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py +28,Project Status,Stav projektu
DocType: Project Task,Project Task,Úloha Project
DocType: Project,Project Type,Typ projektu
DocType: Project User,Project User,
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py +29,Project Value,Hodnota projektu
apps/erpnext/erpnext/config/projects.py +18,Project activity / task.,Projektová činnost / úkol.
apps/erpnext/erpnext/config/projects.py +13,Project master.,Master Project.
DocType: Project,Project will be accessible on the website to these users,Projekt bude prístupný na webovej stránke pre týchto používateľov
,Project wise Stock Tracking,Sledovanie tovaru podľa projektu
,Project wise Stock Tracking ,
apps/erpnext/erpnext/controllers/trends.py +269,Project-wise data is not available for Quotation,Data dle projektu nejsou k dispozici pro nabídku
apps/erpnext/erpnext/stock/doctype/item/item.js +39,Projected,Plánovaná
DocType: Quotation Item,Projected Qty,Predpokladané množstvo
,Projected Quantity as Source,
apps/erpnext/erpnext/stock/page/stock_balance/stock_balance.js +48,Projected qty,
DocType: Activity Cost,Projects,Projekty
DocType: Project,Projects Manager,
DocType: Activity Cost,Projects User,Projekty používateľe
DocType: Notification Control,Prompt for Email on Submission of,Výzva pro e-mail na predkládání
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +152,Proposal Writing,Návrh Psaní
DocType: Employee,Provide Email Address registered in company,
apps/erpnext/erpnext/accounts/report/balance_sheet/balance_sheet.py +87,Provisional Profit / Loss (Credit),Prozatímní Zisk / ztráta (Credit)
DocType: Hub Settings,Publish Availability,Publikování Dostupnost
DocType: Item,Publish Item to hub.erpnext.com,Publikování položku do hub.erpnext.com
apps/erpnext/erpnext/config/learn.py +273,Publish Items on Website,Publikovať položky na webových stránkach
DocType: Hub Settings,Publish Items to Hub,Publikování položky do Hub
DocType: Hub Settings,Publish Pricing,Publikovať Cenník
DocType: Item,Publish in Hub,Publikovať v Hub
DocType: Job Opening,Publish on website,
apps/erpnext/erpnext/hub_node/doctype/hub_settings/hub_settings.py +69,Publish to sync items,Publikování synchronizovať položky
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +43,Publishing,Publikování
DocType: Production Planning Tool,Pull Material Request of type Manufacture based on the above criteria,
DocType: Production Planning Tool,Pull sales orders (pending to deliver) based on the above criteria,"Predajné Pull zakázky (čeká dodat), na základe výše uvedených kritérií"
DocType: Tax Rule,Purchase,Nákup
DocType: Serial No,Purchase / Manufacture Details,Nákup / Výroba Podrobnosti
apps/erpnext/erpnext/accounts/report/asset_depreciation_ledger/asset_depreciation_ledger.py +63,Purchase Amount,
,Purchase Analytics,Analýza nákupu
DocType: Purchase Common,Purchase Common,Nákup Common
DocType: Asset,Purchase Date,
DocType: Item,Purchase Details,Nákup Podrobnosti
DocType: Asset,Purchase Invoice,Prijatá faktúra
DocType: Purchase Invoice Advance,Purchase Invoice Advance,Záloha prijatej faktury
DocType: Purchase Invoice Item,Purchase Invoice Item,Položka prijatej faktury
,Purchase Invoice Trends,Trendy prijatých faktur
apps/erpnext/erpnext/stock/doctype/purchase_receipt/purchase_receipt.py +139,Purchase Invoice {0} is already submitted,Prijatá faktura {0} je už odeslána
DocType: Pricing Rule,Purchase Manager,Vedoucí nákupu
DocType: Purchase Taxes and Charges Template,Purchase Master Manager,Nákup Hlavní manažer
DocType: Journal Entry Account,Purchase Order,Vydaná objednávka
DocType: Purchase Invoice Item,Purchase Order Item,Položka nákupnej objednávky
DocType: Purchase Order Item Supplied,Purchase Order Item Supplied,Dodané položky vydané objednávky
,Purchase Order Items To Be Billed,Položky vydané objednávky k fakturaci
,Purchase Order Items To Be Received,Položky vydané objednávky k prijetí
DocType: Notification Control,Purchase Order Message,Správy vydané objenávky
DocType: Buying Settings,Purchase Order Required,Vydaná objednávka je vyžadována
,Purchase Order Trends,Nákupní objednávka trendy
apps/erpnext/erpnext/stock/doctype/purchase_receipt/purchase_receipt.py +85,Purchase Order number required for Item {0},Číslo vydané objednávky je potrebné k položce {0}
apps/erpnext/erpnext/config/learn.py +202,Purchase Order to Payment,Platba nákupnej objednávky
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +218,Purchase Order {0} is not submitted,Vydaná objednávka {0} nie je odeslána
apps/erpnext/erpnext/config/buying.py +28,Purchase Orders given to Suppliers.,Nákupní Objednávky odeslané Dodávateľom.
apps/erpnext/erpnext/stock/report/item_prices/item_prices.py +39,Purchase Price List,Nákupní Cenník
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +763,Purchase Receipt,Príjemka
DocType: Landed Cost Item,Purchase Receipt Item,Položka príjemky
DocType: Purchase Receipt Item Supplied,Purchase Receipt Item Supplied,Doklad o koupi Item Dodávané
DocType: Landed Cost Voucher,Purchase Receipt Items,Položky príjemky
DocType: Notification Control,Purchase Receipt Message,Správa príjemky
DocType: Stock Entry,Purchase Receipt No,Číslo príjmky
DocType: Buying Settings,Purchase Receipt Required,Príjmka je vyžadována
,Purchase Receipt Trends,Doklad o koupi Trendy
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +207,Purchase Receipt number required for Item {0},Číslo príjmky je potreba pro položku {0}
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +222,Purchase Receipt {0} is not submitted,Doklad o koupi {0} nie je predložena
DocType: Landed Cost Voucher,Purchase Receipts,Príjmky
,Purchase Register,Nákup Register
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +743,Purchase Return,Nákup Return
DocType: Tax Rule,Purchase Tax Template,Spotrebná daň šablóny
DocType: Purchase Invoice,Purchase Taxes and Charges,Nákup Dane a poplatky
DocType: Purchase Taxes and Charges Template,Purchase Taxes and Charges Template,Šablóny daní a poplatkov pre nákup
DocType: Account,Purchase User,Používateľ nákupu
apps/erpnext/erpnext/utilities/activation.py +92,Purchase orders help you plan and follow up on your purchases,Nákupné objednávky pomáhajú plánovať a sledovať vaše nákupy
apps/erpnext/erpnext/public/js/setup_wizard.js +207,Purchaser,Nákupca
apps/erpnext/erpnext/config/buying.py +7,Purchasing,Nákup
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +200,Purchse Order number required for Item {0},Purchse Objednací číslo potrebný k bodu {0}
DocType: Stock Entry,Purpose,Účel
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +72,Purpose must be one of {0},Účel musí byť jedním z {0}
DocType: Maintenance Visit,Purposes,Cíle
DocType: Quality Inspection,QI-,
DocType: Quotation,QTN-,
DocType: Purchase Invoice Item,Qty,Množstvo
DocType: BOM Explosion Item,Qty Consumed Per Unit,Množstvo spotrebované na jednotku
DocType: Production Order,Qty To Manufacture,Množstvo K výrobe
DocType: Sales Invoice Item,Qty as per Stock UOM,Množstvo podľa skladovej MJ
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.js +242,Qty for {0},Množstvo pro {0}
,Qty to Deliver,Množstvo k dodání
,Qty to Order,Množstvo k objednávce
,Qty to Receive,Množstvo pro príjem
,Qty to Transfer,Množstvo pro prenos
DocType: Employee Education,Qualification,Kvalifikace
DocType: Purchase Invoice Item,Quality Inspection,Kontrola kvality
DocType: Quality Inspection Reading,Quality Inspection Reading,Kvalita Kontrola Reading
apps/erpnext/erpnext/controllers/stock_controller.py +320,Quality Inspection required for Item {0},Kontrola kvality potrebný k bodu {0}
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +80,Quality Management,Řízení kvality
DocType: Quality Inspection,Quality Manager,Manažer kvality
DocType: Item,Quality Parameters,Parametry kvality
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +644,Quantity,Množstvo
DocType: Stock Reconciliation Item,Quantity Difference,
DocType: Purchase Invoice Item,Quantity and Rate,Množstvo a sadzba
DocType: Material Request Item,Quantity and Warehouse,Množstvo a sklad
apps/erpnext/erpnext/utilities/transaction_base.py +146,Quantity cannot be a fraction in row {0},Množstvo nemôže byť zlomek na rádku {0}
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.py +126,Quantity for Item {0} must be less than {1},Množstvo k bodu {0} musí byť menší než {1}
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +372,Quantity in row {0} ({1}) must be same as manufactured quantity {2},"Množstvo v rade {0} ({1}), musí byť stejné jako množstvo vyrobené {2}"
apps/erpnext/erpnext/stock/dashboard/item_dashboard.js +146,Quantity must be less than or equal to {0},
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.js +246,Quantity must not be more than {0},Množstvo nesmí byť vetší než {0}
DocType: BOM,Quantity of item obtained after manufacturing / repacking from given quantities of raw materials,Množstvo položky získané po výrobe / prebalení z daných množstvo surovin
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +254,Quantity required for Item {0} in row {1},Množstvo požadované pro bode {0} v rade {1}
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +235,Quantity should be greater than 0,Množstvo by mala byť väčšia ako 0
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +375,Quantity to Manufacture must be greater than 0.,"Množstvo, ktoré má výroba musí byť väčšia ako 0 ° C."
DocType: C-Form,Quarter,Čtvrtletí
DocType: Purchase Invoice,Quarterly,Čtvrtletne
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.js +27,Quick Entry,Rýchly vstup
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.js +459,Quick Journal Entry,Rýchly vstup Journal
apps/erpnext/erpnext/buying/doctype/supplier_quotation/supplier_quotation.js +722,Quotation,Ponuka
DocType: Quotation Item,Quotation Item,Položka ponuky
DocType: Quotation,Quotation Lost Reason,Dôvod neúspešnej ponuky
DocType: Notification Control,Quotation Message,Správa k ponuke
DocType: Shopping Cart Settings,Quotation Series,Číselná rada ponúk
DocType: Quotation,Quotation To,Ponuka k
,Quotation Trends,Vývoje ponúk
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +146,Quotation {0} is cancelled,Ponuka {0} je zrušená
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +98,Quotation {0} not of type {1},Ponuka {0} nie je typu {1}
apps/erpnext/erpnext/selling/page/sales_funnel/sales_funnel.py +33,Quotations,Citácie
apps/erpnext/erpnext/utilities/activation.py +74,"Quotations are proposals, bids you have sent to your customers",
apps/erpnext/erpnext/config/buying.py +23,Quotations received from Suppliers.,Ponuky od Dodávateľov.
apps/erpnext/erpnext/templates/pages/rfq.html +75,Quotations: ,
,Quoted Item Comparison,
apps/erpnext/erpnext/config/selling.py +13,Quotes to Leads or Customers.,Ponuka z Obchodnej Iniciatívy alebo pre Zákazníka
DocType: Request for Quotation,RFQ-,
DocType: Stock Settings,Raise Material Request when stock reaches re-order level,Zvýšit Materiál vyžádání pri stock dosáhne úrovne re-order
DocType: Warranty Claim,Raised By,Vznesené
DocType: Issue,Raised By (Email),Vznesené (e-mail)
DocType: Maintenance Schedule Item,Random,
DocType: Purchase Receipt,Range,Rozsah
DocType: Account,Rate,Cena za MJ
DocType: Purchase Invoice Item,Rate ,
apps/erpnext/erpnext/public/js/setup_wizard.js +232,Rate (%),Sadzba (%)
DocType: Purchase Invoice Item,Rate (Company Currency),Cena (Mena Spoločnosti)
DocType: BOM,Rate Of Materials Based On,Hodnotit materiálov na bázi
DocType: Purchase Receipt Item,Rate and Amount,Cena a množstvo
DocType: Sales Invoice,Rate at which Customer Currency is converted to customer's base currency,"Sazba, za ktorou je zákazník meny preveden na zákazníka základní meny"
DocType: Quotation,Rate at which Price list currency is converted to company's base currency,"Sazba, za ktorou Cenník mena je prevedena na spoločnosti základní meny"
DocType: Sales Invoice,Rate at which Price list currency is converted to customer's base currency,"Sazba, za ktorou Cenník mena je preveden na zákazníka základní meny"
DocType: Quotation,Rate at which customer's currency is converted to company's base currency,"Sazba, ktorou mena zákazníka prevedená na menu spoločnosti"
DocType: Purchase Receipt,Rate at which supplier's currency is converted to company's base currency,"Sazba, za ktorou dodavatel meny je preveden na spoločnosti základní meny"
DocType: Account,Rate at which this tax is applied,"Sadzba, pri ktorej sa používa táto daň"
DocType: Employee Loan Application,Rate of Interest,
DocType: Employee Loan,Rate of Interest (%) / Year,
DocType: Loan Type,Rate of Interest (%) Yearly,
apps/erpnext/erpnext/templates/includes/cart/cart_items.html +29,Rate: {0},Cena za MJ: {0}
apps/erpnext/erpnext/public/js/setup_wizard.js +300,Raw Material,Surovina
DocType: BOM,Raw Material Cost,Cena surovín
DocType: BOM,Raw Material Cost(Company Currency),
DocType: Purchase Order Item Supplied,Raw Material Item Code,Surovina Kód položky
DocType: Purchase Invoice,Raw Materials Supplied,Dodané suroviny
DocType: Purchase Invoice Item,Raw Materials Supplied Cost,Náklady na dodané suroviny
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +248,Raw Materials cannot be blank.,Suroviny nemôže byť prázdný.
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +92,Raw material cannot be same as main Item,Surovina nemôže byť stejný jako hlavní bod
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js +768,Re-open,Znovu otvoriť
DocType: Item Reorder,Re-order Level,Doobjednávacia úroveň
DocType: Item Reorder,Re-order Qty,Doobjednávané množstvo
apps/erpnext/erpnext/setup/page/welcome_to_erpnext/welcome_to_erpnext.html +25,Read the ERPNext Manual,Prečítajte si ERPNext Manuál
DocType: Quality Inspection Reading,Reading 1,Čtení 1
DocType: Quality Inspection Reading,Reading 10,Čtení 10
DocType: Quality Inspection Reading,Reading 2,Čtení 2
DocType: Quality Inspection Reading,Reading 3,Čtení 3
DocType: Quality Inspection Reading,Reading 4,Čtení 4
DocType: Quality Inspection Reading,Reading 5,Čtení 5
DocType: Quality Inspection Reading,Reading 6,Čtení 6
DocType: Quality Inspection Reading,Reading 7,Čtení 7
DocType: Quality Inspection Reading,Reading 8,Čtení 8
DocType: Quality Inspection Reading,Reading 9,Čtení 9
DocType: Quality Inspection,Readings,Čtení
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +44,Real Estate,Nemovitost
DocType: Employee Loan Application,Reason,Dôvod
DocType: Student,Reason For Leaving,
DocType: Employee,Reason for Leaving,Dôvod odchodu
DocType: Employee,Reason for Resignation,Dôvod rezignácie
apps/erpnext/erpnext/crm/doctype/opportunity/opportunity.js +180,Reason for losing,Dôvod straty
DocType: Purchase Receipt Item,Recd Quantity,Recd Množstvo
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js +774,Receipt,
DocType: Landed Cost Item,Receipt Document,
DocType: Landed Cost Item,Receipt Document Type,
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py +52,Receipt document must be submitted,
DocType: Account,Receivable,Pohľadávky
DocType: Payment Reconciliation,Receivable / Payable Account,Pohledávky / závazky účet
